jonas.png|Jonas Schnelli|Core Developer, Bitcoin|#E6AC00|Jonas is one of the five Bitcoin Core Developer with code merge rights. He has added mored then 20,000 lines of code during the last 3 years. He is also a Co-Founder of Digitalbitbox.com, a hardware wallet company based in Switzerland. Jonas has more than 20 years of experience in software engineering and has founded serval companies during that time.
meltem.jpg|Meltem Demirors|Director of Community, Digital Currency Group|#B8B8B8|Meltem Demirors is Digital Currency Group’s Director of Community. In her role, she focuses on managing DCG’s portfolio of 60 investments in 20 countries, collaborating with DCG’s investors to translate bitcoin and blockchain technology into their organizations, and strengthening DCG’s broader network in the industry, with corporate partners and institutions, and with regulators and policymakers. Prior to joining DCG, she was in graduate school at MIT, and worked in corporate treasury and management consulting focused on the Oil & Gas industry.
eric.jpg|Eric Piscini|Principal, Deloitte Consulting LLP|#CDC7AD|Eric Piscini is a principal in Deloitte Consulting LLP’s Technology and Banking practice. He has 20 years of experience defining IT strategies and delivering technology transformation programs. He serves large and regional financial institutions and banking regulators in core aspects of their technology environment. Eric has significant experience in IT strategy, information security, technology infrastructure, IT operations, post-merger integrations, mobile channel strategy, mobile banking and payment, enterprise architecture and large program implementations. With a focus on digital technologies, Eric is leading innovation workshops for his clients designing new customer experiences, products and services to support their growth agenda. Eric leads the Deloitte global crypto currency community (dc3), leading financial institutions and retailers in their blockchain adoption journey and developing innovative solutions. Eric speaks and writes on the topic of payments and blockchain. He earned a Masters in Computer Science from University of Paris 6 and a Bachelor degree in Economics from University of Cergy, France.
ben.jpg|Ben Peters|Co-founder and CTO, Bitso|#706C60|Ben holds a Bachelor of Computer Science and a Master of Advanced Computer Science from the University of Manchester. He has over 18 years of experience in technology and is in charge of Bitso’s platform. Prior to Bitso he co-founded and was the CTO of Petromedia, which was acquired by McGraw Hill Financial in 2015.
james.jpg|James D'Angelo|Founder and host, World Bitcoin Network|#050505|James D'Angelo is a political researcher, ex-NASA scientist and the founder and host of World Bitcoin Network, a philosophical/educational channel focusing on the ramifications and technology of Bitcoin. He incorporated blockchain technology in his award winning climate solution SnoCaps as well as his identity system idchains. Currently he spends his days investigating the corrosive impacts of the sunshine laws of the 1970s and is the world’s most vocal anti-transparency proponent “corruption needs accountability.” He is also an avid commentator on Bitcoin governance.
alex.jpg|Alex Zinder|Director of Global Software Development, Nasdaq|#415B72|Alex Zinder is the Director of Global Software Development for Nasdaq. In his current position he is responsible for leading several innovative technology initiatives including Nasdaq Linq – a blockchain enabled platform for managing unregistered securities. Alex has spent more than a decade in the FinTech space building cutting-edge financial applications ranging from market simulations to low latency web trading platforms for both startup ventures and enterprises.
alextapscott.jpg|Alex Tapscott|CEO and founder, Northwest Passage Ventures|#CFDAEE|Alex Tapscott is the co-author (with Don Tapscott) of the upcoming book Blockchain Revolution: How the Technology Behind Bitcoin is Changing Money, Business and the World. Alex is also the CEO and Founder of Northwest Passage Ventures, an advisory firm building early stage blockchain companies. In 2014 he researched and wrote the seminal report on governing digital currencies for the Global Solutions Network program at the Rotman School of Management. Prior to founding Northwest Passage Ventures, he worked for seven years in investment banking in New York and Toronto. Alex is a graduate of Amherst College (Cum laude) and is a CFA Charterholder.
jeremy.jpeg|Jeremy Clark|Assistant Professor, Concordia Institute for Information Systems Engineering|#AAB7BD|Jeremy Clark is an Assistant Professor at the Concordia Institute for Information Systems Engineering in Montreal. During his PhD at the University of Waterloo, he helped design and deploy voting systems that can cryptographically prove the tally is correct. One system, Scantegrity, was the first such system to be used in a real government election (and, little-known fact: the first to use the blockchain). His research on Bitcoin spans time-stamping (CommitCoin), decentralized prediction markets, proofs of solvency (Provisions), anonymity (Mixcoin), and usability. Recently, he has worked on systemizing knowledge on Bitcoin, as well as contextualizing the history of digital cash prior to Bitcoin's emergence.
peter.jpg|Peter Todd|Core Developer, Bitcoin|#BE94A8|Peter Todd is a leading expert on Bitcoin and blockchain technologies. He is best known as a Bitcoin core developer, with a deep expertise in the security properties of the bitcoin network and other decentralized technologies. His specialties are performing security audits of blockchain projects, and designing blockchain application architectures.
ted.jpg|Ted Shabecoff|Founder, Germinal Fund|#363D1E|Ted Shabecoff is a student of Economics and Government at Wesleyan University and founder of Germinal Fund, a 501 c3 that extends crowdfunded loans to small business owners. He is currently working with a startup, Venture Equity Exchange, to build distributed financial and corporate governance applications on top of the Ethereum Blockchain.
dean.png|Dean Masley|Executive Director, BEN|#7A6E6D|Dean Masley is the executive director of the Blockchain Education Network, a global network of local bitcoin and blockchain communities that collaborate on global projects to further the blockchain grassroots education movement. Also, Dean is the co-founder of Unsung.org, the sharing economy solution to solving hunger in the US. #HackHunger
michael.jpg|Michael Gord|Founder, Bitcion Canada|#A8C1DF|Michael Gord is the founder of Bitcoin Canada and the McGill Cryptocurrency Club. While at McGill, Michael organized the Bitcoin Airdrop events where he gave hundreds of students their first bitcoin.
dominik.jpg|Dominik Schiener|Independent Developer|#F6F8F5|Dominik is a Developer and Entrepreneur from Italy currently working on Blockchain-based solutions for eGovernance and International Trade. He's also working on Digital Identity (http://composui.com) as well as new decision-making solutions (Liquid Democracy). He won the 2016 Shanghai Blockchain Hackathon organized by Deloitte and Wanxiang.
nchinda2.png|Nchinda^2|Executive Director, MITBTC Expo|#EB0B0D|Nchinda is an undergraduate at the Massachusetts Institute of Technology (MIT) studying computer and political science. As an officer for the MIT Bitcoin Club he spends his time researching and developing decentralized applications and neocurrencies. He has a strong background in altruism as a former member of the National Youth Leadership Council and during high school co-founded a non-profit, Lead2Change Milwaukee. His persona exists as much in physical as in electronic mediums as Firescar96.
